PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,AgeBin,NRelatives,HasRelatives,FareOverHundred,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,EmbarkedCat
609,1,2,0,22.0,1,2,41.5792,C,1,3,1,0.415792,0,0,1,0,2.0
610,1,1,0,40.0,0,0,153.4625,S,1,0,0,1.5346250000000001,0,1,0,0,1.0
611,0,3,0,39.0,1,5,31.275,S,1,6,1,0.31275,0,1,0,1,1.0
612,0,3,1,24.0,0,0,7.05,S,1,0,0,0.0705,0,1,0,1,1.0
613,1,3,0,24.0,1,0,15.5,Q,1,1,1,0.155,1,0,0,1,3.0
614,0,3,1,24.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
615,0,3,1,35.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
616,1,2,0,24.0,1,2,65.0,S,1,3,1,0.65,0,1,1,0,1.0
617,0,3,1,34.0,1,1,14.4,S,1,2,1,0.14400000000000002,0,1,0,1,1.0
618,0,3,0,26.0,1,0,16.1,S,1,1,1,0.161,0,1,0,1,1.0
619,1,2,0,4.0,2,1,39.0,S,0,3,1,0.39,0,1,1,0,1.0
620,0,2,1,26.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
621,0,3,1,27.0,1,0,14.4542,C,1,1,1,0.144542,0,0,0,1,2.0
622,1,1,1,42.0,1,0,52.5542,S,1,1,1,0.5255420000000001,0,1,0,0,1.0
623,1,3,1,20.0,1,1,15.7417,C,1,2,1,0.157417,0,0,0,1,2.0
624,0,3,1,21.0,0,0,7.8542,S,1,0,0,0.078542,0,1,0,1,1.0
625,0,3,1,21.0,0,0,16.1,S,1,0,0,0.161,0,1,0,1,1.0
626,0,1,1,61.0,0,0,32.3208,S,1,0,0,0.323208,0,1,0,0,1.0
627,0,2,1,57.0,0,0,12.35,Q,1,0,0,0.1235,1,0,1,0,3.0
628,1,1,0,21.0,0,0,77.9583,S,1,0,0,0.7795829999999999,0,1,0,0,1.0
629,0,3,1,26.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
630,0,3,1,24.0,0,0,7.7333,Q,1,0,0,0.077333,1,0,0,1,3.0
631,1,1,1,80.0,0,0,30.0,S,1,0,0,0.3,0,1,0,0,1.0
632,0,3,1,51.0,0,0,7.0542,S,1,0,0,0.070542,0,1,0,1,1.0
633,1,1,1,32.0,0,0,30.5,C,1,0,0,0.305,0,0,0,0,2.0
634,0,1,1,37.0,0,0,0.0,S,1,0,0,0.0,0,1,0,0,1.0
635,0,3,0,9.0,3,2,27.9,S,1,5,1,0.27899999999999997,0,1,0,1,1.0
636,1,2,0,28.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
637,0,3,1,32.0,0,0,7.925,S,1,0,0,0.07925,0,1,0,1,1.0
638,0,2,1,31.0,1,1,26.25,S,1,2,1,0.2625,0,1,1,0,1.0
639,0,3,0,41.0,0,5,39.6875,S,1,5,1,0.396875,0,1,0,1,1.0
640,0,3,1,24.0,1,0,16.1,S,1,1,1,0.161,0,1,0,1,1.0
641,0,3,1,20.0,0,0,7.8542,S,1,0,0,0.078542,0,1,0,1,1.0
642,1,1,0,24.0,0,0,69.3,C,1,0,0,0.693,0,0,0,0,2.0
643,0,3,0,2.0,3,2,27.9,S,0,5,1,0.27899999999999997,0,1,0,1,1.0
644,1,3,1,24.0,0,0,56.4958,S,1,0,0,0.5649580000000001,0,1,0,1,1.0
645,1,3,0,0.75,2,1,19.2583,C,0,3,1,0.19258299999999998,0,0,0,1,2.0
646,1,1,1,48.0,1,0,76.7292,C,1,1,1,0.7672920000000001,0,0,0,0,2.0
647,0,3,1,19.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
648,1,1,1,56.0,0,0,35.5,C,1,0,0,0.355,0,0,0,0,2.0
649,0,3,1,24.0,0,0,7.55,S,1,0,0,0.0755,0,1,0,1,1.0
650,1,3,0,23.0,0,0,7.55,S,1,0,0,0.0755,0,1,0,1,1.0
651,0,3,1,24.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
652,1,2,0,18.0,0,1,23.0,S,1,1,1,0.23,0,1,1,0,1.0
653,0,3,1,21.0,0,0,8.4333,S,1,0,0,0.08433299999999999,0,1,0,1,1.0
654,1,3,0,24.0,0,0,7.8292,Q,1,0,0,0.078292,1,0,0,1,3.0
655,0,3,0,18.0,0,0,6.75,Q,1,0,0,0.0675,1,0,0,1,3.0
656,0,2,1,24.0,2,0,73.5,S,1,2,1,0.735,0,1,1,0,1.0
657,0,3,1,24.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
658,0,3,0,32.0,1,1,15.5,Q,1,2,1,0.155,1,0,0,1,3.0
659,0,2,1,23.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
660,0,1,1,58.0,0,2,113.275,C,1,2,1,1.1327500000000001,0,0,0,0,2.0
661,1,1,1,50.0,2,0,133.65,S,1,2,1,1.3365,0,1,0,0,1.0
662,0,3,1,40.0,0,0,7.225,C,1,0,0,0.07225,0,0,0,1,2.0
663,0,1,1,47.0,0,0,25.5875,S,1,0,0,0.25587499999999996,0,1,0,0,1.0
664,0,3,1,36.0,0,0,7.4958,S,1,0,0,0.074958,0,1,0,1,1.0
665,1,3,1,20.0,1,0,7.925,S,1,1,1,0.07925,0,1,0,1,1.0
666,0,2,1,32.0,2,0,73.5,S,1,2,1,0.735,0,1,1,0,1.0
667,0,2,1,25.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
668,0,3,1,24.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
669,0,3,1,43.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
670,1,1,0,37.0,1,0,52.0,S,1,1,1,0.52,0,1,0,0,1.0
671,1,2,0,40.0,1,1,39.0,S,1,2,1,0.39,0,1,1,0,1.0
672,0,1,1,31.0,1,0,52.0,S,1,1,1,0.52,0,1,0,0,1.0
673,0,2,1,70.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
674,1,2,1,31.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
675,0,2,1,29.0,0,0,0.0,S,1,0,0,0.0,0,1,1,0,1.0
676,0,3,1,18.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
677,0,3,1,24.5,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
678,1,3,0,18.0,0,0,9.8417,S,1,0,0,0.09841699999999999,0,1,0,1,1.0
679,0,3,0,43.0,1,6,46.9,S,1,7,1,0.469,0,1,0,1,1.0
680,1,1,1,36.0,0,1,512.3292,C,1,1,1,5.123292,0,0,0,0,2.0
681,0,3,0,24.0,0,0,8.1375,Q,1,0,0,0.08137499999999999,1,0,0,1,3.0
682,1,1,1,27.0,0,0,76.7292,C,1,0,0,0.7672920000000001,0,0,0,0,2.0
683,0,3,1,20.0,0,0,9.225,S,1,0,0,0.09225,0,1,0,1,1.0
684,0,3,1,14.0,5,2,46.9,S,1,7,1,0.469,0,1,0,1,1.0
685,0,2,1,60.0,1,1,39.0,S,1,2,1,0.39,0,1,1,0,1.0
686,0,2,1,25.0,1,2,41.5792,C,1,3,1,0.415792,0,0,1,0,2.0
687,0,3,1,14.0,4,1,39.6875,S,1,5,1,0.396875,0,1,0,1,1.0
688,0,3,1,19.0,0,0,10.1708,S,1,0,0,0.10170799999999999,0,1,0,1,1.0
689,0,3,1,18.0,0,0,7.7958,S,1,0,0,0.077958,0,1,0,1,1.0
690,1,1,0,15.0,0,1,211.3375,S,1,1,1,2.113375,0,1,0,0,1.0
691,1,1,1,31.0,1,0,57.0,S,1,1,1,0.57,0,1,0,0,1.0
692,1,3,0,4.0,0,1,13.4167,C,0,1,1,0.134167,0,0,0,1,2.0
693,1,3,1,24.0,0,0,56.4958,S,1,0,0,0.5649580000000001,0,1,0,1,1.0
694,0,3,1,25.0,0,0,7.225,C,1,0,0,0.07225,0,0,0,1,2.0
695,0,1,1,60.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
696,0,2,1,52.0,0,0,13.5,S,1,0,0,0.135,0,1,1,0,1.0
697,0,3,1,44.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
698,1,3,0,24.0,0,0,7.7333,Q,1,0,0,0.077333,1,0,0,1,3.0
699,0,1,1,49.0,1,1,110.8833,C,1,2,1,1.108833,0,0,0,0,2.0
700,0,3,1,42.0,0,0,7.65,S,1,0,0,0.0765,0,1,0,1,1.0
701,1,1,0,18.0,1,0,227.525,C,1,1,1,2.27525,0,0,0,0,2.0
702,1,1,1,35.0,0,0,26.2875,S,1,0,0,0.262875,0,1,0,0,1.0
703,0,3,0,18.0,0,1,14.4542,C,1,1,1,0.144542,0,0,0,1,2.0
704,0,3,1,25.0,0,0,7.7417,Q,1,0,0,0.077417,1,0,0,1,3.0
705,0,3,1,26.0,1,0,7.8542,S,1,1,1,0.078542,0,1,0,1,1.0
706,0,2,1,39.0,0,0,26.0,S,1,0,0,0.26,0,1,1,0,1.0
707,1,2,0,45.0,0,0,13.5,S,1,0,0,0.135,0,1,1,0,1.0
708,1,1,1,42.0,0,0,26.2875,S,1,0,0,0.262875,0,1,0,0,1.0
709,1,1,0,22.0,0,0,151.55,S,1,0,0,1.5155,0,1,0,0,1.0
710,1,3,1,24.0,1,1,15.2458,C,1,2,1,0.15245799999999998,0,0,0,1,2.0
711,1,1,0,24.0,0,0,49.5042,C,1,0,0,0.495042,0,0,0,0,2.0
712,0,1,1,37.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
713,1,1,1,48.0,1,0,52.0,S,1,1,1,0.52,0,1,0,0,1.0
714,0,3,1,29.0,0,0,9.4833,S,1,0,0,0.094833,0,1,0,1,1.0
715,0,2,1,52.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
716,0,3,1,19.0,0,0,7.65,S,1,0,0,0.0765,0,1,0,1,1.0
717,1,1,0,38.0,0,0,227.525,C,1,0,0,2.27525,0,0,0,0,2.0
718,1,2,0,27.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
719,0,3,1,24.0,0,0,15.5,Q,1,0,0,0.155,1,0,0,1,3.0
720,0,3,1,33.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
721,1,2,0,6.0,0,1,33.0,S,0,1,1,0.33,0,1,1,0,1.0
722,0,3,1,17.0,1,0,7.0542,S,1,1,1,0.070542,0,1,0,1,1.0
723,0,2,1,34.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
724,0,2,1,50.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
725,1,1,1,27.0,1,0,53.1,S,1,1,1,0.531,0,1,0,0,1.0
726,0,3,1,20.0,0,0,8.6625,S,1,0,0,0.086625,0,1,0,1,1.0
727,1,2,0,30.0,3,0,21.0,S,1,3,1,0.21,0,1,1,0,1.0
728,1,3,0,24.0,0,0,7.7375,Q,1,0,0,0.077375,1,0,0,1,3.0
729,0,2,1,25.0,1,0,26.0,S,1,1,1,0.26,0,1,1,0,1.0
730,0,3,0,25.0,1,0,7.925,S,1,1,1,0.07925,0,1,0,1,1.0
731,1,1,0,29.0,0,0,211.3375,S,1,0,0,2.113375,0,1,0,0,1.0
732,0,3,1,11.0,0,0,18.7875,C,1,0,0,0.18787500000000001,0,0,0,1,2.0
733,0,2,1,29.0,0,0,0.0,S,1,0,0,0.0,0,1,1,0,1.0
734,0,2,1,23.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
735,0,2,1,23.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
736,0,3,1,28.5,0,0,16.1,S,1,0,0,0.161,0,1,0,1,1.0
737,0,3,0,48.0,1,3,34.375,S,1,4,1,0.34375,0,1,0,1,1.0
738,1,1,1,35.0,0,0,512.3292,C,1,0,0,5.123292,0,0,0,0,2.0
739,0,3,1,24.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
740,0,3,1,24.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
741,1,1,1,37.0,0,0,30.0,S,1,0,0,0.3,0,1,0,0,1.0
742,0,1,1,36.0,1,0,78.85,S,1,1,1,0.7885,0,1,0,0,1.0
743,1,1,0,21.0,2,2,262.375,C,1,4,1,2.62375,0,0,0,0,2.0
744,0,3,1,24.0,1,0,16.1,S,1,1,1,0.161,0,1,0,1,1.0
745,1,3,1,31.0,0,0,7.925,S,1,0,0,0.07925,0,1,0,1,1.0
746,0,1,1,70.0,1,1,71.0,S,1,2,1,0.71,0,1,0,0,1.0
747,0,3,1,16.0,1,1,20.25,S,1,2,1,0.2025,0,1,0,1,1.0
748,1,2,0,30.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
749,0,1,1,19.0,1,0,53.1,S,1,1,1,0.531,0,1,0,0,1.0
750,0,3,1,31.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
751,1,2,0,4.0,1,1,23.0,S,0,2,1,0.23,0,1,1,0,1.0
752,1,3,1,6.0,0,1,12.475,S,0,1,1,0.12475,0,1,0,1,1.0
753,0,3,1,33.0,0,0,9.5,S,1,0,0,0.095,0,1,0,1,1.0
754,0,3,1,23.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
755,1,2,0,48.0,1,2,65.0,S,1,3,1,0.65,0,1,1,0,1.0
756,1,2,1,0.67,1,1,14.5,S,0,2,1,0.145,0,1,1,0,1.0
757,0,3,1,28.0,0,0,7.7958,S,1,0,0,0.077958,0,1,0,1,1.0
758,0,2,1,18.0,0,0,11.5,S,1,0,0,0.115,0,1,1,0,1.0
759,0,3,1,34.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
760,1,1,0,33.0,0,0,86.5,S,1,0,0,0.865,0,1,0,0,1.0
761,0,3,1,24.0,0,0,14.5,S,1,0,0,0.145,0,1,0,1,1.0
762,0,3,1,41.0,0,0,7.125,S,1,0,0,0.07125,0,1,0,1,1.0
763,1,3,1,20.0,0,0,7.2292,C,1,0,0,0.072292,0,0,0,1,2.0
764,1,1,0,36.0,1,2,120.0,S,1,3,1,1.2,0,1,0,0,1.0
765,0,3,1,16.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
766,1,1,0,51.0,1,0,77.9583,S,1,1,1,0.7795829999999999,0,1,0,0,1.0
767,0,1,1,37.0,0,0,39.6,C,1,0,0,0.396,0,0,0,0,2.0
768,0,3,0,30.5,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
769,0,3,1,24.0,1,0,24.15,Q,1,1,1,0.2415,1,0,0,1,3.0
770,0,3,1,32.0,0,0,8.3625,S,1,0,0,0.083625,0,1,0,1,1.0
771,0,3,1,24.0,0,0,9.5,S,1,0,0,0.095,0,1,0,1,1.0
772,0,3,1,48.0,0,0,7.8542,S,1,0,0,0.078542,0,1,0,1,1.0
773,0,2,0,57.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
774,0,3,1,24.0,0,0,7.225,C,1,0,0,0.07225,0,0,0,1,2.0
775,1,2,0,54.0,1,3,23.0,S,1,4,1,0.23,0,1,1,0,1.0
776,0,3,1,18.0,0,0,7.75,S,1,0,0,0.0775,0,1,0,1,1.0
777,0,3,1,24.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
778,1,3,0,5.0,0,0,12.475,S,0,0,0,0.12475,0,1,0,1,1.0
779,0,3,1,24.0,0,0,7.7375,Q,1,0,0,0.077375,1,0,0,1,3.0
780,1,1,0,43.0,0,1,211.3375,S,1,1,1,2.113375,0,1,0,0,1.0
781,1,3,0,13.0,0,0,7.2292,C,1,0,0,0.072292,0,0,0,1,2.0
782,1,1,0,17.0,1,0,57.0,S,1,1,1,0.57,0,1,0,0,1.0
783,0,1,1,29.0,0,0,30.0,S,1,0,0,0.3,0,1,0,0,1.0
784,0,3,1,24.0,1,2,23.45,S,1,3,1,0.2345,0,1,0,1,1.0
785,0,3,1,25.0,0,0,7.05,S,1,0,0,0.0705,0,1,0,1,1.0
786,0,3,1,25.0,0,0,7.25,S,1,0,0,0.0725,0,1,0,1,1.0
787,1,3,0,18.0,0,0,7.4958,S,1,0,0,0.074958,0,1,0,1,1.0
788,0,3,1,8.0,4,1,29.125,Q,1,5,1,0.29125,1,0,0,1,3.0
789,1,3,1,1.0,1,2,20.575,S,0,3,1,0.20575,0,1,0,1,1.0
790,0,1,1,46.0,0,0,79.2,C,1,0,0,0.792,0,0,0,0,2.0
791,0,3,1,24.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
792,0,2,1,16.0,0,0,26.0,S,1,0,0,0.26,0,1,1,0,1.0
793,0,3,0,24.0,8,2,69.55,S,1,10,1,0.6955,0,1,0,1,1.0
794,0,1,1,37.0,0,0,30.6958,C,1,0,0,0.306958,0,0,0,0,2.0
795,0,3,1,25.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
796,0,2,1,39.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
797,1,1,0,49.0,0,0,25.9292,S,1,0,0,0.259292,0,1,0,0,1.0
798,1,3,0,31.0,0,0,8.6833,S,1,0,0,0.086833,0,1,0,1,1.0
799,0,3,1,30.0,0,0,7.2292,C,1,0,0,0.072292,0,0,0,1,2.0
800,0,3,0,30.0,1,1,24.15,S,1,2,1,0.2415,0,1,0,1,1.0
801,0,2,1,34.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
802,1,2,0,31.0,1,1,26.25,S,1,2,1,0.2625,0,1,1,0,1.0
803,1,1,1,11.0,1,2,120.0,S,1,3,1,1.2,0,1,0,0,1.0
804,1,3,1,0.42,0,1,8.5167,C,0,1,1,0.085167,0,0,0,1,2.0
805,1,3,1,27.0,0,0,6.975,S,1,0,0,0.06974999999999999,0,1,0,1,1.0
806,0,3,1,31.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
807,0,1,1,39.0,0,0,0.0,S,1,0,0,0.0,0,1,0,0,1.0
808,0,3,0,18.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
809,0,2,1,39.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
810,1,1,0,33.0,1,0,53.1,S,1,1,1,0.531,0,1,0,0,1.0
811,0,3,1,26.0,0,0,7.8875,S,1,0,0,0.078875,0,1,0,1,1.0
812,0,3,1,39.0,0,0,24.15,S,1,0,0,0.2415,0,1,0,1,1.0
813,0,2,1,35.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
814,0,3,0,6.0,4,2,31.275,S,0,6,1,0.31275,0,1,0,1,1.0
815,0,3,1,30.5,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
816,0,1,1,37.0,0,0,0.0,S,1,0,0,0.0,0,1,0,0,1.0
817,0,3,0,23.0,0,0,7.925,S,1,0,0,0.07925,0,1,0,1,1.0
818,0,2,1,31.0,1,1,37.0042,C,1,2,1,0.370042,0,0,1,0,2.0
819,0,3,1,43.0,0,0,6.45,S,1,0,0,0.0645,0,1,0,1,1.0
820,0,3,1,10.0,3,2,27.9,S,1,5,1,0.27899999999999997,0,1,0,1,1.0
821,1,1,0,52.0,1,1,93.5,S,1,2,1,0.935,0,1,0,0,1.0
822,1,3,1,27.0,0,0,8.6625,S,1,0,0,0.086625,0,1,0,1,1.0
823,0,1,1,38.0,0,0,0.0,S,1,0,0,0.0,0,1,0,0,1.0
824,1,3,0,27.0,0,1,12.475,S,1,1,1,0.12475,0,1,0,1,1.0
825,0,3,1,2.0,4,1,39.6875,S,0,5,1,0.396875,0,1,0,1,1.0
826,0,3,1,24.0,0,0,6.95,Q,1,0,0,0.0695,1,0,0,1,3.0
827,0,3,1,24.0,0,0,56.4958,S,1,0,0,0.5649580000000001,0,1,0,1,1.0
828,1,2,1,1.0,0,2,37.0042,C,0,2,1,0.370042,0,0,1,0,2.0
829,1,3,1,24.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
830,1,1,0,62.0,0,0,80.0,Q,1,0,0,0.8,0,0,0,0,3.0
831,1,3,0,15.0,1,0,14.4542,C,1,1,1,0.144542,0,0,0,1,2.0
832,1,2,1,0.83,1,1,18.75,S,0,2,1,0.1875,0,1,1,0,1.0
833,0,3,1,24.0,0,0,7.2292,C,1,0,0,0.072292,0,0,0,1,2.0
834,0,3,1,23.0,0,0,7.8542,S,1,0,0,0.078542,0,1,0,1,1.0
835,0,3,1,18.0,0,0,8.3,S,1,0,0,0.083,0,1,0,1,1.0
836,1,1,0,39.0,1,1,83.1583,C,1,2,1,0.831583,0,0,0,0,2.0
837,0,3,1,21.0,0,0,8.6625,S,1,0,0,0.086625,0,1,0,1,1.0
838,0,3,1,24.0,0,0,8.05,S,1,0,0,0.0805,0,1,0,1,1.0
839,1,3,1,32.0,0,0,56.4958,S,1,0,0,0.5649580000000001,0,1,0,1,1.0
840,1,1,1,37.0,0,0,29.7,C,1,0,0,0.297,0,0,0,0,2.0
841,0,3,1,20.0,0,0,7.925,S,1,0,0,0.07925,0,1,0,1,1.0
842,0,2,1,16.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
843,1,1,0,30.0,0,0,31.0,C,1,0,0,0.31,0,0,0,0,2.0
844,0,3,1,34.5,0,0,6.4375,C,1,0,0,0.064375,0,0,0,1,2.0
845,0,3,1,17.0,0,0,8.6625,S,1,0,0,0.086625,0,1,0,1,1.0
846,0,3,1,42.0,0,0,7.55,S,1,0,0,0.0755,0,1,0,1,1.0
847,0,3,1,24.0,8,2,69.55,S,1,10,1,0.6955,0,1,0,1,1.0
848,0,3,1,35.0,0,0,7.8958,C,1,0,0,0.078958,0,0,0,1,2.0
849,0,2,1,28.0,0,1,33.0,S,1,1,1,0.33,0,1,1,0,1.0
850,1,1,0,37.0,1,0,89.1042,C,1,1,1,0.8910420000000001,0,0,0,0,2.0
851,0,3,1,4.0,4,2,31.275,S,0,6,1,0.31275,0,1,0,1,1.0
852,0,3,1,74.0,0,0,7.775,S,1,0,0,0.07775,0,1,0,1,1.0
853,0,3,0,9.0,1,1,15.2458,C,1,2,1,0.15245799999999998,0,0,0,1,2.0
854,1,1,0,16.0,0,1,39.4,S,1,1,1,0.39399999999999996,0,1,0,0,1.0
855,0,2,0,44.0,1,0,26.0,S,1,1,1,0.26,0,1,1,0,1.0
856,1,3,0,18.0,0,1,9.35,S,1,1,1,0.0935,0,1,0,1,1.0
857,1,1,0,45.0,1,1,164.8667,S,1,2,1,1.648667,0,1,0,0,1.0
858,1,1,1,51.0,0,0,26.55,S,1,0,0,0.2655,0,1,0,0,1.0
859,1,3,0,24.0,0,3,19.2583,C,1,3,1,0.19258299999999998,0,0,0,1,2.0
860,0,3,1,24.0,0,0,7.2292,C,1,0,0,0.072292,0,0,0,1,2.0
861,0,3,1,41.0,2,0,14.1083,S,1,2,1,0.141083,0,1,0,1,1.0
862,0,2,1,21.0,1,0,11.5,S,1,1,1,0.115,0,1,1,0,1.0
863,1,1,0,48.0,0,0,25.9292,S,1,0,0,0.259292,0,1,0,0,1.0
864,0,3,0,24.0,8,2,69.55,S,1,10,1,0.6955,0,1,0,1,1.0
865,0,2,1,24.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
866,1,2,0,42.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
867,1,2,0,27.0,1,0,13.8583,C,1,1,1,0.138583,0,0,1,0,2.0
868,0,1,1,31.0,0,0,50.4958,S,1,0,0,0.504958,0,1,0,0,1.0
869,0,3,1,24.0,0,0,9.5,S,1,0,0,0.095,0,1,0,1,1.0
870,1,3,1,4.0,1,1,11.1333,S,0,2,1,0.111333,0,1,0,1,1.0
871,0,3,1,26.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
872,1,1,0,47.0,1,1,52.5542,S,1,2,1,0.5255420000000001,0,1,0,0,1.0
873,0,1,1,33.0,0,0,5.0,S,1,0,0,0.05,0,1,0,0,1.0
874,0,3,1,47.0,0,0,9.0,S,1,0,0,0.09,0,1,0,1,1.0
875,1,2,0,28.0,1,0,24.0,C,1,1,1,0.24,0,0,1,0,2.0
876,1,3,0,15.0,0,0,7.225,C,1,0,0,0.07225,0,0,0,1,2.0
877,0,3,1,20.0,0,0,9.8458,S,1,0,0,0.098458,0,1,0,1,1.0
878,0,3,1,19.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
879,0,3,1,24.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
880,1,1,0,56.0,0,1,83.1583,C,1,1,1,0.831583,0,0,0,0,2.0
881,1,2,0,25.0,0,1,26.0,S,1,1,1,0.26,0,1,1,0,1.0
882,0,3,1,33.0,0,0,7.8958,S,1,0,0,0.078958,0,1,0,1,1.0
883,0,3,0,22.0,0,0,10.5167,S,1,0,0,0.105167,0,1,0,1,1.0
884,0,2,1,28.0,0,0,10.5,S,1,0,0,0.105,0,1,1,0,1.0
885,0,3,1,25.0,0,0,7.05,S,1,0,0,0.0705,0,1,0,1,1.0
886,0,3,0,39.0,0,5,29.125,Q,1,5,1,0.29125,1,0,0,1,3.0
887,0,2,1,27.0,0,0,13.0,S,1,0,0,0.13,0,1,1,0,1.0
888,1,1,0,19.0,0,0,30.0,S,1,0,0,0.3,0,1,0,0,1.0
889,0,3,0,24.0,1,2,23.45,S,1,3,1,0.2345,0,1,0,1,1.0
890,1,1,1,26.0,0,0,30.0,C,1,0,0,0.3,0,0,0,0,2.0
891,0,3,1,32.0,0,0,7.75,Q,1,0,0,0.0775,1,0,0,1,3.0
